timestamp,epoch,train_loss,train_acc,val_loss,val_acc
1773854727,1,1.31889,0.534168,0.921538,0.680964
1773854727,2,0.880015,0.689805,0.77186,0.728031
1773854727,3,0.742243,0.737154,0.674414,0.760333
1773854727,4,0.665419,0.763176,0.649252,0.771554
1773854727,5,0.603162,0.786587,0.625471,0.779838
1773854727,6,0.562237,0.800533,0.577926,0.796332
1773854727,7,0.530996,0.81207,0.590669,0.797739
1773854727,8,0.503628,0.821766,0.564843,0.802646
1773854727,9,0.472646,0.83084,0.570368,0.801264
1773854727,10,0.448418,0.839386,0.579876,0.808086
1773854727,11,0.430199,0.846317,0.626973,0.801456
1773854727,12,0.428797,0.847221,0.540966,0.817447
1773854727,13,0.396045,0.858531,0.554597,0.81326
1773854727,14,0.383435,0.863018,0.558359,0.816306
1773854727,15,0.364495,0.869278,0.562735,0.818251
1773854727,16,0.35611,0.872487,0.580681,0.812115
1773854727,17,0.339843,0.877542,0.564211,0.820685
1773854727,18,0.32795,0.882613,0.555174,0.823672
1773854727,19,0.318283,0.886019,0.568272,0.819979
1773854727,20,0.31045,0.889065,0.585275,0.815131
1773854727,21,0.29912,0.891997,0.621558,0.816301
1773854727,22,0.287913,0.897393,0.575881,0.821697
1773854727,23,0.280151,0.898544,0.584536,0.825484
1773854727,24,0.270341,0.902982,0.599578,0.816519
1773854727,25,0.263726,0.905203,0.574757,0.831077
1773854727,26,0.257675,0.908136,0.640366,0.816953
1773854727,27,0.25256,0.9082,0.587196,0.827399
1773854727,28,0.246879,0.910436,0.607104,0.826126
1773854727,29,0.23662,0.91566,0.57807,0.828426
1773854727,30,0.232278,0.916425,0.608611,0.827167
1773854727,31,0.227003,0.918849,0.629861,0.820853
1773854727,32,0.222832,0.919821,0.617382,0.820369
1773854727,33,0.214173,0.92347,0.598669,0.826723
1773854727,34,0.210783,0.924013,0.634188,0.826619
1773854727,35,0.208454,0.925657,0.6534,0.820488
1773854727,36,0.199084,0.930021,0.643261,0.823193
1773854727,37,0.193051,0.930687,0.62902,0.826891
1773854727,38,0.193441,0.931122,0.671322,0.820196
1773854727,39,0.189473,0.933146,0.600566,0.831408
1773854727,40,0.186699,0.933822,0.638453,0.827212
1773860089,1,1.329597,0.535975,0.916787,0.677399
1773860089,2,0.876548,0.690906,0.787004,0.725548
1773860089,3,0.749673,0.735032,0.654432,0.769797
1773860089,4,0.669386,0.761927,0.683089,0.757657
1773860089,5,0.61233,0.783373,0.601889,0.788181
1773860089,6,0.572618,0.796075,0.596683,0.790936
1773860089,7,0.53615,0.809489,0.58886,0.793661
1773860089,8,0.503367,0.820359,0.557973,0.803984
1773860089,9,0.473534,0.831882,0.555563,0.810693
1773860089,10,0.455123,0.838231,0.541383,0.811676
1773860089,11,0.431771,0.845873,0.570814,0.811518
1773860089,12,0.413866,0.852967,0.596403,0.804749
1773860089,13,0.398708,0.857435,0.589974,0.808269
1773860089,14,0.379001,0.86367,0.59132,0.805179
1773860089,15,0.36491,0.868414,0.535966,0.823109
1773860089,16,0.351289,0.874496,0.533545,0.825316
1773860089,17,0.336082,0.87893,0.574649,0.81564
1773860089,18,0.330349,0.881294,0.553592,0.820799
1773860089,19,0.315064,0.888122,0.558694,0.821747
1773860089,20,0.30782,0.889238,0.577667,0.820429
1773860089,21,0.298587,0.892876,0.56456,0.824047
1773860089,22,0.288274,0.896949,0.595663,0.81678
1773860089,23,0.282024,0.898637,0.608136,0.819402
1773860089,24,0.268386,0.90393,0.576788,0.82302
1773860089,25,0.262846,0.905297,0.624043,0.815679
1773860089,26,0.25436,0.908555,0.591806,0.823277
1773860089,27,0.251575,0.909326,0.600683,0.823198
1773860089,28,0.23906,0.914569,0.61274,0.820567
1773860089,29,0.238791,0.915107,0.605453,0.826185
1773860089,30,0.22815,0.918888,0.598645,0.827261
1773860089,31,0.223973,0.919303,0.621202,0.822818
1773860089,32,0.220952,0.919604,0.679993,0.819061
1773860089,33,0.210655,0.924931,0.613691,0.826185
1773860089,34,0.210581,0.924368,0.635583,0.825696
1773860089,35,0.202093,0.92811,0.70543,0.812658
1773860089,36,0.196823,0.929927,0.620222,0.830174
1773860089,37,0.195814,0.929725,0.60659,0.833822
1773860089,38,0.188979,0.931833,0.67056,0.820675
1773860089,39,0.189493,0.931571,0.637787,0.821653
1773860089,40,0.181531,0.935659,0.658798,0.824092
1773951309,1,2.121777,0.248213,1.778048,0.3293
1773951309,2,1.735219,0.346327,1.658065,0.381028
1773951309,3,1.584201,0.411241,1.502319,0.444323
1773951309,4,1.441238,0.469984,1.439595,0.490255
1773951309,5,1.313693,0.519249,1.241531,0.544041
1773951309,6,1.230418,0.554996,1.231607,0.554028
1773951309,7,1.161206,0.580588,1.136849,0.587643
1773951309,8,1.102412,0.602967,1.116467,0.607336
1773951309,9,1.047787,0.621455,1.090179,0.609854
1773951309,10,1.012426,0.637382,1.003477,0.641899
1773951309,11,0.97874,0.651486,0.986728,0.649383
1773951309,12,0.944245,0.66053,1.026379,0.646589
1773951309,13,0.919922,0.672151,0.977198,0.660125
1773951309,14,0.899063,0.680574,0.97263,0.663744
1773951309,15,0.882758,0.686335,0.95553,0.665803
1773951309,16,0.863263,0.692155,0.892397,0.686167
1773951309,17,0.847381,0.700059,0.859101,0.699082
1773951309,18,0.830878,0.703895,0.907687,0.685619
1773951309,19,0.822411,0.708126,0.864649,0.6996
1773951309,20,0.805864,0.714144,0.815053,0.713917
1773951309,21,0.801427,0.715941,0.881191,0.687485
1773951309,22,0.787979,0.719461,0.848524,0.709972
1773951309,23,0.782075,0.72188,0.858834,0.701644
1773951309,24,0.771759,0.726644,0.906866,0.68244
1773951309,25,0.761131,0.730218,0.775008,0.729315
1773951309,26,0.753979,0.732015,0.811902,0.715763
1773951309,27,0.749012,0.734622,0.840673,0.709182
1773951309,28,0.742441,0.736977,0.785245,0.720888
1773951309,29,0.732688,0.738793,0.824302,0.715739
1773951309,30,0.728205,0.741153,0.732121,0.738966
1773951309,31,0.725433,0.741825,0.70584,0.74959
1773951309,32,0.723387,0.743676,0.775798,0.725336
1773951309,33,0.712707,0.746806,0.730835,0.744328
1773951309,34,0.708451,0.748193,0.820328,0.718967
1773951309,35,0.708044,0.749852,0.818251,0.726708
1773951309,36,0.702647,0.750444,0.787907,0.720858
1773951309,37,0.701186,0.751664,0.747255,0.739045
1773951309,38,0.699701,0.750676,0.735104,0.742856
1773951309,39,0.696614,0.753327,0.775621,0.730998
1773951309,40,0.692292,0.755633,0.814484,0.716425
1773956425,1,1.191065,0.571031,0.813365,0.710481
1773956425,2,0.80211,0.714139,0.683497,0.755598
1773956425,3,0.672166,0.761592,0.634465,0.778416
1773956425,4,0.596855,0.786977,0.564971,0.800237
1773956425,5,0.5335,0.8094,0.541578,0.808738
1773956425,6,0.49249,0.824092,0.537996,0.81247
1773956425,7,0.448053,0.84064,0.540903,0.814717
1773956425,8,0.422185,0.847986,0.525151,0.818227
1773956425,9,0.388495,0.85975,0.517771,0.824956
1773956425,10,0.3594,0.87028,0.526561,0.824896
1773956425,11,0.335324,0.879729,0.537643,0.825489
1773956425,12,0.315898,0.885896,0.542257,0.82542
1773956425,13,0.288594,0.895384,0.537382,0.830776
1773956425,14,0.280145,0.899195,0.560776,0.826585
1773956425,15,0.259129,0.907227,0.56831,0.82543
1773956425,16,0.24025,0.914307,0.569636,0.832701
1773956425,17,0.228177,0.918543,0.579496,0.830529
1773956425,18,0.212466,0.923707,0.590549,0.832953
1773956425,19,0.198719,0.928555,0.613573,0.828836
1773956425,20,0.187549,0.932188,0.610695,0.831398
1773956425,21,0.179777,0.934898,0.625165,0.828836
1773956425,22,0.161219,0.942229,0.655145,0.827562
1773956425,23,0.15726,0.944387,0.639917,0.825785
1773956425,24,0.149106,0.94608,0.645011,0.834261
1773956425,25,0.14437,0.948277,0.650148,0.836049
1773956425,26,0.131943,0.952631,0.703929,0.826836
1773956425,27,0.129605,0.954058,0.678433,0.832361
1773956425,28,0.116658,0.958472,0.678583,0.832854
1773956425,29,0.116907,0.958328,0.696356,0.834681
1773956425,30,0.110454,0.960604,0.692931,0.834938
1773956425,31,0.110361,0.960698,0.717772,0.831571
1773956425,32,0.101607,0.964179,0.707584,0.834306
1773956425,33,0.094799,0.966133,0.721782,0.837149
1773956425,34,0.095192,0.966069,0.712518,0.835575
1773956425,35,0.088921,0.968755,0.730025,0.837233
1773956425,36,0.080026,0.971845,0.73863,0.836774
1773956425,37,0.081888,0.970838,0.736455,0.836982
1773956425,38,0.076364,0.97303,0.766205,0.835456
1773956425,39,0.076054,0.973489,0.74427,0.836794
1773956425,40,0.069301,0.976165,0.77346,0.835634
1774127730,1,1.635057,0.432657,1.018589,0.641563
1774127730,2,1.015732,0.642486,0.923371,0.68323
1774127730,3,0.848755,0.701619,0.88627,0.691958
1774127730,4,0.76906,0.733398,0.711608,0.74879
1774127730,5,0.69283,0.758037,0.670356,0.767057
1774127730,6,0.646684,0.773682,0.694982,0.764756
1774127730,7,0.606974,0.786202,0.637883,0.782519
1774127730,8,0.575672,0.798193,0.601193,0.795794
1774127730,9,0.549446,0.807257,0.640707,0.786231
1774127730,10,0.518523,0.820374,0.58129,0.798781
1774127730,11,0.492476,0.82656,0.589373,0.805588
1774127730,12,0.474112,0.833911,0.614702,0.79607
1774127730,13,0.456102,0.840803,0.570082,0.808442
1774127730,14,0.43811,0.844732,0.548462,0.816306
1774127730,15,0.423191,0.850202,0.567112,0.81213
1774127730,16,0.412336,0.854492,0.582505,0.803693
1774127730,17,0.397363,0.861152,0.618489,0.805519
1774127730,18,0.382959,0.864805,0.550682,0.81677
1774127730,19,0.374737,0.86754,0.56692,0.818868
1774127730,20,0.367837,0.871134,0.581055,0.815615
1774127730,21,0.347907,0.876851,0.572815,0.819436
1774127730,22,0.338952,0.880115,0.586496,0.811374
1774127730,23,0.329896,0.882741,0.546708,0.82383
1774127730,24,0.318631,0.887001,0.574473,0.822492
1774127730,25,0.311857,0.889006,0.567774,0.823573
1774127730,26,0.303125,0.893587,0.615683,0.817249
1774127730,27,0.299869,0.89299,0.61342,0.812189
1774127730,28,0.289346,0.896954,0.646379,0.807153
1774127730,29,0.285035,0.899501,0.567971,0.826604
1774127730,30,0.273954,0.902952,0.601436,0.820364
1774127730,31,0.26685,0.905337,0.668665,0.813329
1774127730,32,0.267833,0.905322,0.594205,0.818839
1774127730,33,0.258541,0.909252,0.598753,0.825568
1774127730,34,0.251484,0.909622,0.571725,0.829107
1774127730,35,0.246991,0.913344,0.593482,0.824753
1774127730,36,0.23998,0.915383,0.612324,0.820424
1774127730,37,0.236715,0.916825,0.634071,0.814085
1774127730,38,0.233248,0.917911,0.643176,0.814796
1774127730,39,0.227467,0.919644,0.65292,0.822704
1774127730,40,0.220749,0.923386,0.652984,0.821011
1774215986,1,1.51226,0.461873,1.507127,0.469584
1774215986,2,1.421579,0.495103,1.485912,0.460629
1774215986,3,1.41105,0.494125,1.448327,0.475933
1774215986,4,1.402564,0.498879,1.418018,0.489025
1774215986,5,1.405874,0.496554,1.579827,0.446307
1774215986,6,1.399891,0.500844,1.41803,0.491064
1774215986,7,1.403115,0.496944,1.835528,0.426999
1774215986,8,1.408986,0.495063,1.564418,0.439016
1774215986,9,1.401354,0.496317,1.677924,0.441904
1774215986,10,1.397678,0.50001,1.627639,0.448479
1774215986,11,1.399211,0.501264,1.655827,0.398716
1774215986,12,1.399584,0.497458,1.444191,0.477227
1774215986,13,1.402054,0.498287,1.422832,0.472339
1774215986,14,1.39945,0.499373,1.476055,0.47384
1774215986,15,1.401082,0.497319,1.44803,0.495345
1774215986,16,1.400363,0.5,1.677815,0.4363
1774215986,17,1.403129,0.49728,1.767819,0.411705
1774215986,18,1.397856,0.500084,1.461051,0.47777
1774215986,19,1.399841,0.498909,1.562394,0.443024
1774215986,20,1.399852,0.50041,1.956467,0.368478
1774215986,21,1.403961,0.496327,1.450264,0.483274
1774215986,22,1.399539,0.498519,1.476531,0.479892
1774215986,23,1.403338,0.498109,2.045555,0.340857
1774215986,24,1.40623,0.494905,2.450145,0.291627
1774215986,25,1.410591,0.494471,1.740508,0.400267
1774215986,26,1.40814,0.494713,1.666255,0.42113
1774215986,27,1.408165,0.494856,1.457783,0.470799
1774215986,28,1.406268,0.497818,1.982685,0.386192
1774215986,29,1.409587,0.495512,1.683156,0.424467
1774215986,30,1.409728,0.495937,1.454783,0.472872
1774215986,31,1.410054,0.49411,1.597287,0.4422
1774215986,32,1.413966,0.493409,1.609489,0.447161
1774215986,33,1.407194,0.497788,1.377927,0.494821
1774215986,34,1.40697,0.495878,1.499217,0.454892
1774215986,35,1.411129,0.495078,1.48414,0.476155
1774215986,36,1.40878,0.496717,1.274704,0.540462
1774215986,37,1.416831,0.491602,1.484209,0.479833
1774215986,38,1.410614,0.494969,2.05888,0.300587
1774215986,39,1.410364,0.493814,1.901405,0.405371
1774215986,40,1.415984,0.490758,1.469142,0.469895
1774114136,1,1.115347,0.604426,0.878177,0.695816
1774114136,2,0.73379,0.738149,0.682109,0.761481
1774114136,3,0.611029,0.782996,0.619406,0.783927
1774114136,4,0.531756,0.809925,0.566272,0.804113
1774114136,5,0.474989,0.830012,0.534513,0.814496
1774114136,6,0.427302,0.846482,0.583231,0.795994
1774114136,7,0.392628,0.859321,0.556911,0.817045
1774114136,8,0.363836,0.869831,0.557183,0.815385
1774114136,9,0.330442,0.87995,0.555763,0.821308
1774114136,10,0.309018,0.887245,0.592827,0.815032
1774114136,11,0.286421,0.893399,0.607507,0.818007
1774114136,12,0.270251,0.902605,0.601826,0.816499
1774114136,13,0.253792,0.907713,0.644296,0.8224
1774114136,14,0.235948,0.914895,0.625619,0.817333
1774114136,15,0.215215,0.920714,0.634198,0.823153
1774114136,16,0.204545,0.92546,0.632518,0.821937
1774114136,17,0.19374,0.929796,0.62845,0.826538
1774114136,18,0.176139,0.935095,0.675605,0.826444
1774114136,19,0.168556,0.938926,0.669629,0.82715
1774114136,20,0.156634,0.943814,0.675179,0.823211
1774114136,21,0.14603,0.948319,0.698241,0.826602
1774114136,22,0.137245,0.952002,0.70406,0.825124
1774114136,23,0.13412,0.952461,0.804619,0.813283
1774114136,24,0.130228,0.95286,0.691482,0.828955
1774114136,25,0.119741,0.957969,0.741866,0.829556
1774114136,26,0.118176,0.958483,0.743265,0.826064
1774114136,27,0.106137,0.962007,0.775106,0.825257
1774114136,28,0.102859,0.963337,0.800203,0.828168
1774114136,29,0.099054,0.965425,0.755037,0.833286
1774114136,30,0.090425,0.967389,0.78166,0.82866
1774114136,31,0.091434,0.967301,0.781838,0.830669
1774114136,32,0.0884,0.96852,0.813168,0.828391
1774114136,33,0.088544,0.9688,0.820433,0.824006
1774114136,34,0.079395,0.972364,0.835279,0.825222
1774114136,35,0.076132,0.973253,0.820596,0.830369
1774114136,36,0.068047,0.975928,0.871388,0.824661
1774114136,37,0.071611,0.974198,0.885263,0.825342
1774114136,38,0.073619,0.97464,0.823407,0.831558
1774114136,39,0.068982,0.976579,0.838043,0.832619
1774114136,40,0.066706,0.976299,0.865901,0.828586
1774123761,1,1.447891,0.495024,1.045587,0.64221
1774123761,2,0.945567,0.668019,0.833277,0.711266
1774123761,3,0.802079,0.71721,0.767493,0.734898
1774123761,4,0.719666,0.746174,0.655049,0.766607
1774123761,5,0.661032,0.769293,0.629367,0.777528
1774123761,6,0.610459,0.783881,0.676829,0.763068
1774123761,7,0.572724,0.797502,0.613907,0.789904
1774123761,8,0.542561,0.809103,0.623353,0.794895
1774123761,9,0.518837,0.815255,0.568052,0.805529
1774123761,10,0.490615,0.826511,0.577236,0.799166
1774123761,11,0.469454,0.833008,0.578067,0.81132
1774123761,12,0.448706,0.839968,0.602215,0.802355
1774123761,13,0.437824,0.844096,0.55506,0.809829
1774123761,14,0.417452,0.851205,0.546401,0.816593
1774123761,15,0.402887,0.856062,0.574312,0.811957
1774123761,16,0.389356,0.861177,0.552149,0.813008
1774123761,17,0.376472,0.865353,0.574364,0.812357
1774123761,18,0.359765,0.870883,0.561251,0.810629
1774123761,19,0.349835,0.875573,0.609534,0.805781
1774123761,20,0.340574,0.877192,0.549642,0.821905
1774123761,21,0.330079,0.883146,0.601413,0.81756
1774123761,22,0.318393,0.886903,0.642581,0.797038
1774123761,23,0.311139,0.88791,0.602168,0.818222
1774123761,24,0.301493,0.891622,0.567875,0.820893
1774123761,25,0.292957,0.895819,0.577764,0.822448
1774123761,26,0.28361,0.898633,0.581513,0.825375
1774123761,27,0.282255,0.898963,0.612339,0.820483
1774123761,28,0.26988,0.903456,0.623306,0.818103
1774123761,29,0.264211,0.904952,0.631212,0.819214
1774123761,30,0.259567,0.906502,0.62876,0.817698
1774123761,31,0.254786,0.908644,0.586968,0.824822
1774123761,32,0.244936,0.912357,0.610259,0.820488
1774123761,33,0.241557,0.914578,0.620373,0.824388
1774123761,34,0.238163,0.915679,0.594415,0.827784
1774123761,35,0.228549,0.918661,0.684137,0.811118
1774123761,36,0.226296,0.918217,0.626659,0.816953
1774123761,37,0.219575,0.921663,0.657951,0.812594
1774123761,38,0.217541,0.923795,0.648854,0.81993
1774123761,39,0.213448,0.923771,0.610154,0.822867
1774123761,40,0.205945,0.927069,0.664325,0.816133
1774208490,1,1.387404,0.511597,0.959389,0.662757
1774208490,2,0.973866,0.654537,0.887365,0.687865
1774208490,3,0.888549,0.687051,0.875825,0.689633
1774208490,4,0.854618,0.698228,0.873461,0.691825
1774208490,5,0.824625,0.70705,0.738016,0.734883
1774208490,6,0.811964,0.714509,0.759413,0.727078
1774208490,7,0.787301,0.723346,0.785881,0.721544
1774208490,8,0.780619,0.724566,0.807212,0.72306
1774208490,9,0.769496,0.729339,0.738751,0.736389
1774208490,10,0.755727,0.732766,0.863738,0.698109
1774208490,11,0.750916,0.735239,0.697972,0.755282
1774208490,12,0.74373,0.738961,0.724911,0.74376
1774208490,13,0.741239,0.740432,0.804417,0.716884
1774208490,14,0.73343,0.741158,0.715431,0.745972
1774208490,15,0.732349,0.742269,0.730916,0.74332
1774208490,16,0.728534,0.744204,0.777213,0.727547
1774208490,17,0.723314,0.743804,0.744613,0.743009
1774208490,18,0.718508,0.746613,0.704717,0.750795
1774208490,19,0.713245,0.748904,0.7582,0.731072
1774208490,20,0.712849,0.749803,0.71529,0.747117
1774208490,21,0.711473,0.749185,0.759326,0.737535
1774208490,22,0.707336,0.750607,0.702324,0.754695
1774208490,23,0.702313,0.754112,0.782558,0.725597
1774208490,24,0.701263,0.753135,0.673418,0.761192
1774208490,25,0.699424,0.753954,0.689742,0.756181
1774208490,26,0.695861,0.755909,0.753993,0.738087
1774208490,27,0.696887,0.75546,0.702788,0.751363
1774208490,28,0.689289,0.757045,0.697482,0.75429
1774208490,29,0.691729,0.758037,0.674963,0.762051
1774208490,30,0.69227,0.756136,0.695152,0.75465
1774208490,31,0.68821,0.759795,0.694845,0.758871
1774208490,32,0.686636,0.759676,0.703106,0.75745
1774208490,33,0.68179,0.761789,0.647192,0.769836
1774208490,34,0.684546,0.761177,0.675844,0.76095
1774208490,35,0.68668,0.759168,0.678737,0.758852
1774208490,36,0.682691,0.761666,0.74048,0.741706
1774208490,37,0.682582,0.759385,0.849998,0.700153
1774208490,38,0.681293,0.7613,0.740173,0.744184
1774208490,39,0.682441,0.762011,0.74573,0.738102
1774208490,40,0.677385,0.762214,0.716109,0.750123
1774296348,1,1.966727,0.346959,1.225168,0.568044
1774296348,2,1.68808,0.484444,0.982203,0.67071
1774296348,3,1.615373,0.525207,0.889866,0.712149
1774296348,4,1.543674,0.556196,0.822184,0.738784
1774296348,5,1.506697,0.570823,0.800972,0.742955
1774296348,6,1.494428,0.576659,0.767447,0.747917
1774296348,7,1.44922,0.598302,0.753884,0.765102
1774296348,8,1.431006,0.604986,0.730883,0.764549
1774296348,9,1.420672,0.607785,0.705346,0.779211
1774296348,10,1.386554,0.622132,0.741318,0.77185
1774296348,11,1.368365,0.62965,0.677987,0.785333
1774296348,12,1.36575,0.632479,0.640767,0.79923
1774296348,13,1.34999,0.639564,0.713045,0.769535
1774296348,14,1.332465,0.643355,0.66329,0.792437
1774296348,15,1.370106,0.626787,0.691228,0.779996
1773612545,1,1.246461,0.566958,0.942954,0.671322
1773612545,2,0.785542,0.722383,0.706794,0.753061
1773612545,3,0.609842,0.783323,0.718445,0.750178
1773612545,4,0.498811,0.821919,0.751652,0.751521
1773612545,5,0.398721,0.857682,0.756444,0.751590
1773612545,6,0.322424,0.884691,0.768097,0.759854
1773612545,7,0.264054,0.906699,0.851933,0.758156
1773612545,8,0.213254,0.924521,0.926045,0.750504
1773612545,9,0.175563,0.938932,0.948197,0.746223
1773612545,10,0.152249,0.947492,1.032620,0.752345
1773612545,11,0.127624,0.955692,0.962249,0.765358
1773612545,12,0.114178,0.960027,1.033406,0.763542
1773612545,13,0.097906,0.966129,1.052337,0.755771
1773612545,14,0.087669,0.969727,1.139523,0.751037
1773612545,15,0.078620,0.972769,1.117561,0.759809